airport_code,city_name,state_abr,longitude,latitude
DQR,"Peach Springs, AZ",AZ,-113.81694444,35.98611111
HNM,"Hana, HI",HI,-156.01444444,20.79555556
NCN,"Chenega, AK",AK,-147.99472222,60.07861111
CIC,"Chico, CA",CA,-121.85833333,39.79527778
HMN,"Alamogordo, NM",NM,-106.10916667,32.85194444
DDC,"Dodge City, KS",KS,-99.96555556,37.76305556
PWK,"Chicago, IL",IL,-87.90166667,42.11416667
CDL,"Candle, AK",AK,-161.92638889,65.90777778
ALZ,"Lazy Bay, AK",AK,-154.24583333,56.89583333
FNR,"Funter Bay Alaska, AK",AK,-134.9,58.25
BVU,"Beluga, AK",AK,-151.04277778,61.17277778
CLM,"Port Angeles, WA",WA,-123.49972222,48.12027778
KLN,"Larsen Bay, AK",AK,-153.97666667,57.535
BQV,"Bartlett Cove, AK",AK,-135.88527778,58.45527778
KWP,"West Point, AK",AK,-153.55,57.76694444
DCK,"Dahl Creek, AK",AK,-156.89138889,66.9425
OQL,"Mels, AK",AK,-160.075,56.23333333
EKI,"Elkhart, IN",IN,-86.00333333,41.71944444
GON,"New London/Groton, CT",CT,-72.04527778,41.33
CZN,"Chisana, AK",AK,-142.04944444,62.07166667
BLF,"Princeton/Bluefield, WV",WV,-81.2075,37.29583333
PHF,"Newport News/Williamsburg, VA",VA,-76.49305556,37.13194444
TEH,"Tetlin, AK",AK,-142.51861111,63.12472222
EAR,"Kearney, NE",NE,-99.00666667,40.72694444
SMX,"Santa Maria, CA",CA,-120.45805556,34.9
EXI,"Excursion Inlet, AK",AK,-135.44722222,58.42083333
RDD,"Redding, CA",CA,-122.29333333,40.50888889
AKB,"Atka, AK",AK,-174.20611111,52.22055556
COE,"Coeur d'Alene, ID",ID,-116.81944444,47.77444444
PIB,"Hattiesburg/Laurel, MS",MS,-89.33694444,31.46722222
SDM,"San Diego, CA",CA,-116.98027778,32.57222222
A26,"Ivotuk, AK",AK,-155.73333333,68.48333333
LWT,"Lewistown, MT",MT,-109.46666667,47.04916667
DQF,"Phoenix, AZ",AZ,-111.65555556,33.30777778
FLT,"Flat, AK",AK,-157.98916667,62.45277778
UUK,"Kuparuk, AK",AK,-149.02833333,70.36222222
TIX,"Titusville, FL",FL,-80.79916667,28.51472222
HRO,"Harrison, AR",AR,-93.15472222,36.26138889
VDZ,"Valdez, AK",AK,-146.24472222,61.13416667
OWB,"Owensboro, KY",KY,-87.16694444,37.73888889
OGS,"Ogdensburg, NY",NY,-75.46333333,44.68222222
WRL,"Worland, WY",WY,-107.95055556,43.96277778
FHU,"Fort Huachuca, AZ",AZ,-110.34444444,31.58833333
SLK,"Saranac Lake/Lake Placid, NY",NY,-74.20611111,44.38527778
KVC,"King Cove, AK",AK,-162.26611111,55.11638889
MYK,"May Creek, AK",AK,-142.68583333,61.33611111
ART,"Watertown, NY",NY,-76.01944444,43.99194444
AHN,"Athens, GA",GA,-83.32583333,33.94861111
SBP,"San Luis Obispo, CA",CA,-120.6425,35.23722222
NXX,"Willow Grove, PA",PA,-75.14805556,40.19972222
DVL,"Devils Lake, ND",ND,-98.91,48.11666667
JMS,"Jamestown, ND",ND,-98.67805556,46.92972222
NKX,"San Diego, CA",CA,-117.14305556,32.86861111
A11,"Bell Creek, AK",AK,-159.54027778,60.78388889
CYM,"Chatham, AK",AK,-134.94444444,57.51527778
RIV,"Riverside, CA",CA,-117.25944444,33.88083333
MXY,"McCarthy, AK",AK,-142.9025,61.43777778
WGO,"Winchester, VA",VA,-78.14444444,39.14361111
NLG,"Nelson Lagoon, AK",AK,-161.16027778,56.0075
CVS,"Clovis, NM",NM,-103.3225,34.3825
KLL,"Levelock, AK",AK,-156.86,59.12694444
GMU,"Greenville, SC",SC,-82.35,34.84805556
RQI,"Nixon Fork Mine, AK",AK,-154.73472222,62.23388889
UGB,"Pilot Point, AK",AK,-157.74,57.42527778
A13,"Mountaintop Mine, AK",AK,-157.99555556,61.39027778
MXF,"Montgomery, AL",AL,-86.36583333,32.38305556
VNY,"Van Nuys, CA",CA,-118.49,34.20972222
AOS,"Amook Bay, AK",AK,-153.81305556,57.45472222
FFO,"Dayton, OH",OH,-84.04833333,39.82611111
MSL,"Muscle Shoals, AL",AL,-87.61027778,34.74527778
KPV,"Perryville, AK",AK,-159.16083333,55.90666667
PGA,"Page, AZ",AZ,-111.44833333,36.92611111
PNE,"Philadelphia, PA",PA,-75.01055556,40.08194444
SOP,"Pinehurst/Southern Pines, NC",NC,-79.38916667,35.2375
EGX,"Egegik, AK",AK,-157.37472222,58.18444444
PTD,"Port Alexander, AK",AK,-134.64638889,56.24722222
SAF,"Santa Fe, NM",NM,-106.08944444,35.61722222
OQP,"Pumice, AK",AK,-157.73333333,57.17833333
A01,"Fairbanks/Ft. Wainwright, AK",AK,-147.36388889,64.36361111
CYT,"Cape Yakataga, AK",AK,-142.49555556,60.08083333
NQA,"Millington, TN",TN,-89.87055556,35.35666667
BIF,"El Paso, TX",TX,-106.38,31.84944444
KYK,"Karluk, AK",AK,-154.45388889,57.56611111
OLH,"Old Harbor, AK",AK,-153.26972222,57.21833333
PVU,"Provo, UT",UT,-111.72333333,40.21916667
MCK,"McCook, NE",NE,-100.59194444,40.20638889
FNL,"Fort Collins/Loveland, CO",CO,-105.01138889,40.45194444
FVZ,"Deadhorse, AK",AK,-153.0775,70.00388889
AIA,"Alliance, NE",NE,-102.80361111,42.05333333
CDR,"Chadron, NE",NE,-103.09527778,42.8375
OHC,"Northeast Cape, AK",AK,-168.96888889,63.32638889
DQW,"Peach Springs, AZ",AZ,-113.2925,35.57222222
WDG,"Enid, OK",OK,-97.78944444,36.37583333
PNC,"Ponca City, OK",OK,-97.09972222,36.73194444
UGS,"Ugashik, AK",AK,-157.39611111,57.52333333
NUQ,"Mountain View, CA",CA,-122.04916667,37.41611111
RKD,"Rockland, ME",ME,-69.09972222,44.06027778
AUG,"Augusta/Waterville, ME",ME,-69.79722222,44.32055556
IGG,"Igiugig, AK",AK,-155.90166667,59.32416667
BLD,"Boulder City, NV",NV,-114.86111111,35.94722222
SKW,"Skwentna, AK",AK,-151.19527778,61.96611111
DMA,"Tucson, AZ",AZ,-110.88305556,32.16638889
SVW,"Sparrevohn, AK",AK,-155.57472222,61.09722222
BCE,"Bryce Canyon, UT",UT,-112.14583333,37.70638889
PCA,"Portage Creek, AK",AK,-157.71111111,58.90638889
VEL,"Vernal, UT",UT,-109.51138889,40.43611111
WSN,"South Naknek, AK",AK,-157.0025,58.70194444
JBR,"Jonesboro, AR",AR,-90.64638889,35.83166667
NNK,"Naknek, AK",AK,-157.02527778,58.73472222
HGR,"Hagerstown, MD",MD,-77.72638889,39.70861111
FKL,"Franklin/Oil City, PA",PA,-79.86055556,41.3775
BSZ,"Bartletts, AK",AK,-157.35027778,58.23361111
CFA,"Coffee Point, AK",AK,-157.5,58.21666667
A27,"Pogo Mines, AK",AK,-144.93638889,64.44
BMX,"Big Mountain, AK",AK,-155.25888889,59.36111111
ORI,"Port Lions, AK",AK,-152.8475,57.885
LWM,"Lawrence, MA",MA,-71.12361111,42.71694444
VIK,"Kavik River, AK",AK,-146.89916667,69.67722222
DQK,"Fort Drum, NY",NY,-75.71972222,44.05555556
WCL,"Whalers Cove Lodge, AK",AK,-134.56666667,57.46666667
EIL,"Fairbanks, AK",AK,-147.10138889,64.66555556
TIK,"Oklahoma City, OK",OK,-97.38666667,35.41472222
KIB,"Ivanof Bay, AK",AK,-159.48333333,55.9
IAB,"Wichita, KS",KS,-97.2675,37.62305556
RME,"Rome, NY",NY,-75.40694444,43.23388889
C01,"Camarillo, CA",CA,-119.09444444,34.21361111
BQK,"Brunswick, GA",GA,-81.46638889,31.25916667
MYL,"McCall, ID",ID,-116.10166667,44.88861111
IKO,"Nikolski, AK",AK,-168.84916667,52.94166667
UXR,"Monument Valley, UT",UT,-110.20055556,37.01666667
DJN,"Delta Junction, AK",AK,-145.7225,64.05
LWB,"Lewisburg, WV",WV,-80.39944444,37.85833333
MVW,"Burlington/Mount Vernon, WA",WA,-122.42166667,48.47055556
HLM,"Holland, MI",MI,-86.16194444,42.79583333
VZM,"Jensens Strip, AK",AK,-157.05,57.95
OQM,"Meshik, AK",AK,-158.08527778,56.76666667
FQW,"Fort Glenn, AK",AK,-167.88333333,53.36666667
FAJ,"Fajardo, PR",PR,-65.66166667,18.30888889
DIO,"Diomede Island, AK",AK,-168.95305556,65.75861111
BFD,"Bradford, PA",PA,-78.64,41.80305556
KOZ,"Ouzinkie, AK",AK,-152.465,57.94222222
BKL,"Cleveland, OH",OH,-81.68277778,41.51777778
AKK,"Akhiok, AK",AK,-154.1825,56.93861111
HVR,"Havre, MT",MT,-109.76222222,48.54305556
A74,"Nanwalek, AK",AK,-151.87722222,59.24111111
MUE,"Kamuela, HI",HI,-155.66805556,20.00138889
NGF,"Kaneohe, HI",HI,-157.76805556,21.45055556
SXQ,"Soldotna, AK",AK,-151.03972222,60.47527778
A40,"Cape Simpson, AK",AK,-154.72833333,71.05694444
BHB,"Bar Harbor, ME",ME,-68.36138889,44.44972222
UXP,"Bay St. Louis, MS",MS,-89.45472222,30.36777778
MGE,"Marietta, GA",GA,-84.51416667,33.91444444
VQS,"Vieques, PR",PR,-65.49361111,18.13472222
MMU,"Morristown, NJ",NJ,-74.415,40.79944444
SCF,"Phoenix, AZ",AZ,-111.91055556,33.62277778
JZM,"Hog River, AK",AK,-155.68472222,66.17611111
SSC,"Sumter, SC",SC,-80.47055556,33.97277778
GBH,"Galbraith Lake, AK",AK,-149.49,68.47972222
CLF,"Clear, AK",AK,-149.11777778,64.30166667
VOK,"Camp Douglas, WI",WI,-90.25305556,43.93916667
GMT,"Granite Mountain, AK",AK,-161.28138889,65.40222222
MKC,"Kansas City, MO",MO,-94.59277778,39.12305556
UTM,"Tunica, MS",MS,-90.34777778,34.685
ZXM,"Saltery Cove, AK",AK,-132.32916667,55.40861111
WRB,"Macon, GA",GA,-83.59194444,32.64027778
A80,"Cape Simpson, AK",AK,-155.32138889,70.57388889
SZL,"Knob Noster, MO",MO,-93.54777778,38.73027778
RNT,"Renton, WA",WA,-122.21583333,47.49305556
A03,"Hallo Bay, AK",AK,-154.02333333,58.4575
BKF,"Brooks Lake, AK",AK,-156.23333333,58.6
QQB,"Keyes Point, AK",AK,-154.61666667,60.15
ENV,"Wendover, UT",UT,-114.02861111,40.71861111
LRU,"Las Cruces, NM",NM,-106.92194444,32.28944444
MTN,"Baltimore, MD",MD,-76.41388889,39.32555556
HST,"Homestead, FL",FL,-80.38361111,25.48861111
SWD,"Seward, AK",AK,-149.41694444,60.13
MBL,"Manistee/Ludington, MI",MI,-86.24694444,44.2725
KFP,"False Pass, AK",AK,-163.40722222,54.84777778
A61,"Cape Sarichef, AK",AK,-164.91444444,54.5825
OQY,"Sivinuvik, AK",AK,-161.48333333,66.88333333
ICY,"Icy Bay, AK",AK,-141.66166667,59.96888889
CAD,"Cadillac, MI",MI,-85.41888889,44.27527778
GGG,"Longview, TX",TX,-94.71138889,32.38388889
OXC,"Waterbury, CT",CT,-73.13527778,41.47833333
JQF,"Concord, NC",NC,-80.70972222,35.38527778
TMB,"Miami, FL",FL,-80.43333333,25.6475
TLF,"Telida, AK",AK,-153.28416667,63.37888889
IWD,"Ironwood, MI",MI,-90.13138889,46.5275
A37,"Kako, AK",AK,-161.43972222,61.89888889
GLR,"Gaylord, MI",MI,-84.70333333,45.01305556
MEO,"Manteo, NC",NC,-75.69555556,35.91888889
MCF,"Tampa, FL",FL,-82.52111111,27.84944444
MIB,"Minot, ND",ND,-101.35805556,48.41583333
LFI,"Newport News/Hampton, VA",VA,-76.36055556,37.08277778
CIL,"Council, AK",AK,-163.70361111,64.89666667
FXE,"Fort Lauderdale, FL",FL,-80.17083333,26.19722222
A71,"Homer, AK",AK,-151.03,59.73833333
UXA,"Lik Camp, AK",AK,-163.2,68.16666667
VZY,"Katmai Lodge, AK",AK,-156.04833333,59.07
DQL,"Anchorage, AK",AK,-149.96527778,61.18666667
LKK,"Kulik Lake, AK",AK,-155.09555556,58.965
BAD,"Shreveport, LA",LA,-93.6625,32.50194444
DGB,"Danger Bay, AK",AK,-152.55,58.13333333
ENN,"Nenana, AK",AK,-149.07444444,64.54888889
GSB,"Goldsboro, NC",NC,-77.96055556,35.33944444
VAD,"Valdosta, GA",GA,-83.19305556,30.96861111
RLU,"Bornite/Ruby Creek, AK",AK,-156.92916667,67.10166667
UST,"St. Augustine, FL",FL,-81.33972222,29.95916667
SSB,"Christiansted, VI",VI,-64.70527778,17.74916667
JGC,"Grand Canyon, AZ",AZ,-112.13333333,35.96666667
HAE,"Havasupai, AZ",AZ,-112.66666667,36.21666667
A83,"Petrof Point, AK",AK,-150.765,59.37638889
SMO,"Santa Monica, CA",CA,-118.45138889,34.01583333
SVC,"Silver City/Hurley, NM",NM,-108.15638889,32.63666667
TKA,"Talkeetna, AK",AK,-150.09277778,62.32138889
BAF,"Westfield, MA",MA,-72.71583333,42.15805556
SPB,"Charlotte Amalie, VI",VI,-64.94083333,18.33861111
HLG,"Wheeling, WV",WV,-80.64638889,40.175
A52,"Silver Salmon Creek, AK",AK,-152.68222222,59.96388889
A12,"Cinnabar, AK",AK,-158.86444444,60.78527778
ELD,"El Dorado, AR",AR,-92.81166667,33.22111111
TSG,"Tanacross, AK",AK,-143.32888889,63.37416667
UXM,"47-Mile Mine, AK",AK,-158.14527778,61.04444444
CSM,"Clinton, OK",OK,-99.20055556,35.33972222
NQX,"Key West, FL",FL,-81.68666667,24.57472222
LUF,"Phoenix, AZ",AZ,-112.38305556,33.535
OQC,"Cinder River Lodge, AK",AK,-157.81416667,57.06666667
RCA,"Rapid City, SD",SD,-103.10361111,44.145
CFT,"Clifton, AZ",AZ,-109.21111111,32.95694444
APC,"Napa, CA",CA,-122.28055556,38.21305556
TVL,"Lake Tahoe, CA",CA,-119.99527778,38.89388889
MNZ,"Manassas, VA",VA,-77.515,38.72111111
RQZ,"Mary Esther, FL",FL,-86.68916667,30.42777778
VA3,"Marion/Wytheville, VA",VA,-81.35,36.89472222
ECG,"Elizabeth City, NC",NC,-76.17444444,36.26055556
SOW,"Show Low, AZ",AZ,-110.00555556,34.26555556
XSD,"Tonopah, NV",NV,-116.78083333,37.79888889
AGC,"Pittsburgh, PA",PA,-79.92916667,40.35444444
LIV,"Livengood, AK",AK,-148.54111111,65.53111111
BCT,"Boca Raton, FL",FL,-80.10833333,26.37083333
BFT,"Beaufort, SC",SC,-80.63444444,32.41222222
ROG,"Rogers, AR",AR,-94.10694444,36.3725
BLM,"Belmar/Farmingdale, NJ",NJ,-74.12444444,40.18666667
KQA,"Akutan, AK",AK,-165.78333333,54.13333333
CTH,"Coatesville, PA",PA,-75.86555556,39.97888889
SGR,"Sugar Land, TX",TX,-95.65666667,29.62222222
A20,"Alpine, AK",AK,-150.94472222,70.34416667
FTY,"Atlanta, GA",GA,-84.52138889,33.77916667
NEW,"New Orleans, LA",LA,-90.02833333,30.0425
LUP,"Kalaupapa, HI",HI,-156.97361111,21.21111111
CGF,"Cleveland, OH",OH,-81.48722222,41.56444444
FOK,"Westhampton, NY",NY,-72.63166667,40.84361111
HFD,"Hartford, CT",CT,-72.64944444,41.73666667
PVC,"Provincetown, MA",MA,-70.22083333,42.07222222
OTS,"Anacortes, WA",WA,-122.6625,48.49861111
LKE,"Seattle, WA",WA,-122.33861111,47.62888889
SKJ,"Sitkinak, AK",AK,-154.11388889,56.53277778
HTO,"East Hampton, NY",NY,-72.25166667,40.95944444
PCT,"Princeton, NJ",NJ,-74.65888889,40.39916667
NJK,"El Centro, CA",CA,-115.67166667,32.82916667
FMY,"Fort Myers, FL",FL,-81.86333333,26.58666667
EEN,"Keene, NH",NH,-72.27083333,42.89833333
ORL,"Orlando, FL",FL,-81.33305556,28.54555556
RBD,"Dallas/Fort Worth, TX",TX,-96.86888889,32.68138889
TBN,"Fort Leonard Wood, MO",MO,-92.14083333,37.74166667
XWC,"Yantarni Bay, AK",AK,-156.56666667,56.88333333
NPA,"Pensacola, FL",FL,-87.31805556,30.35333333
SSI,"Brunswick, GA",GA,-81.39111111,31.15194444
MTC,"Mt. Clemens, MI",MI,-82.83694444,42.61388889
TX2,"Denver City, TX",TX,-102.845,32.97472222
LRF,"Jacksonville, AR",AR,-92.145,34.9175
WQJ,"Peard Bay, AK",AK,-158.33333333,70.8
BIX,"Biloxi, MS",MS,-88.92444444,30.41055556
RED,"Reedsville, PA",PA,-77.62694444,40.6775
IRK,"Kirksville, MO",MO,-92.545,40.09333333
PCE,"Painter Creek, AK",AK,-157.39694444,57.15388889
LJN,"Lake Jackson, TX",TX,-95.45694444,29.03833333
BVD,"Beaver Inlet, AK",AK,-166.3025,53.8325
A57,"International Seafoods, AK",AK,-157.53333333,58.26666667
FMH,"Falmouth, MA",MA,-70.52277778,41.65916667
STJ,"St. Joseph, MO",MO,-94.90972222,39.77194444
ORT,"Northway, AK",AK,-141.92805556,62.96111111
OQI,"Vrems, AK",AK,-157.08666667,57.85694444
ZXU,"North Kingstown, RI",RI,-71.41222222,41.59722222
VZE,"Frazer Lake, AK",AK,-154.08611111,57.20833333
WQZ,"Chignik Lake, AK",AK,-158.77777778,56.25555556
MSC,"Mesa, AZ",AZ,-111.72833333,33.46083333
UXI,"Calder Bay, AK",AK,-133.49305556,56.17166667
A63,"Yukon Charley Rivvers, AK",AK,-143.13416667,65.31166667
ISQ,"Manistique, MI",MI,-86.17166667,45.97444444
OSU,"Columbus, OH",OH,-83.07333333,40.07944444
SFZ,"Smithfield, RI",RI,-71.49138889,41.92083333
DXR,"Danbury, CT",CT,-73.48222222,41.37166667
EWB,"New Bedford/Fall River, MA",MA,-70.95777778,41.67666667
DLF,"Del Rio, TX",TX,-100.77805556,29.35944444
AIK,"Aiken, SC",SC,-81.685,33.64944444
RBH,"Brooks Lodge, AK",AK,-155.8,58.55
ANN,"Annette, AK",AK,-131.57083333,55.04222222
WYS,"West Yellowstone, MT",MT,-111.11777778,44.68833333
KCN,"Chernofski, AK",AK,-167.55,53.4
VZO,"Stepovak, AK",AK,-159.86666667,55.83333333
WQW,"David River, AK",AK,-161.6375,55.91444444
A48,"Port Hobron, AK",AK,-153.15,57.15
A79,"Cape Simpson, AK",AK,-154.03388889,71.50166667
VZF,"Afognak Straits, AK",AK,-152.81666667,58.0
A89,"Montague Island, AK",AK,-147.51666667,59.925
OTM,"Ottumwa, IA",IA,-92.44694444,41.10722222
HAR,"Harrisburg, PA",PA,-76.85138889,40.21722222
GED,"Georgetown, DE",DE,-75.35944444,38.68777778
GUY,"Guymon, OK",OK,-101.50694444,36.68416667
WWA,"Wasilla, AK",AK,-149.53944444,61.57194444
ALM,"Alamogordo, NM",NM,-105.99111111,32.83944444
IDP,"Independence, KS",KS,-95.77888889,37.15805556
QQE,"Sealing Point, AK",AK,-163.75,67.11666667
JZI,"Portland, TN",TN,-86.47694444,36.59277778
WST,"Westerly, RI",RI,-71.80333333,41.34972222
BAB,"Marysville, CA",CA,-121.43666667,39.13611111
WQR,"Naknek, AK",AK,-157.00722222,58.73416667
GRF,"Tacoma, WA",WA,-122.58083333,47.07916667
VWK,"Saratoga Springs, NY",NY,-73.86166667,43.05083333
CIV,"Chomley, AK",AK,-132.32361111,55.24777778
LOU,"Louisville, KY",KY,-85.66361111,38.22805556
UMB,"Umnak, AK",AK,-167.8875,53.37666667
A78,"Cape Simpson, AK",AK,-154.44361111,71.03
GFL,"Glens Falls, NY",NY,-73.61027778,43.34111111
PYM,"Plymouth, MA",MA,-70.72777778,41.90861111
JZU,"Bennington, VT",VT,-73.24611111,42.89111111
OWD,"Norwood, MA",MA,-71.17305556,42.19055556
FID,"Fishers Island, NY",NY,-72.03166667,41.25222222
ISS,"Wiscasset, ME",ME,-69.7125,43.96138889
NPT,"Newport, RI",RI,-71.28166667,41.5325
BID,"Block Island, RI",RI,-71.57777778,41.16805556
MPV,"Montpelier/Barre, VT",VT,-72.56222222,44.20361111
ASH,"Nashua, NH",NH,-71.51416667,42.7825
QQC,"Nimiuk Point, AK",AK,-162.01666667,66.78333333
NY2,"Fulton, NY",NY,-76.38805556,43.35083333
CGE,"Cambridge, MD",MD,-76.03027778,38.53944444
BGQ,"Big Lake, AK",AK,-149.8125,61.53472222
A28,"Ayakulik River, AK",AK,-154.42222222,57.25388889
VA4,"Leesburg, VA",VA,-77.5575,39.07805556
KUW,"Kugururok River, AK",AK,-161.4,68.30694444
KSR,"Sandy River, AK",AK,-160.38638889,56.24444444
GLS,"Galveston, TX",TX,-94.86055556,29.26527778
NY3,"Oneonta, NY",NY,-75.01638889,42.45
CXC,"Chitina, AK",AK,-144.42972222,61.58333333
PTR,"Pleasant Harbour, AK",AK,-153.25,57.83333333
A69,"Cold Bay, AK",AK,-162.12527778,55.74
RDR,"Red River, ND",ND,-97.40111111,47.96111111
PHD,"New Philadelphia, OH",OH,-81.42,40.47027778
OH6,"Ravenna, OH",OH,-81.25166667,41.21027778
VZW,"Cape Greig, AK",AK,-157.71666667,57.71666667
CUB,"Columbia, SC",SC,-80.99527778,33.97055556
NLC,"Lemoore, CA",CA,-119.95222222,36.33305556
FL4,"Bunnell, FL",FL,-81.20777778,29.46527778
MCB,"McComb, MS",MS,-90.47194444,31.17833333
PTL,"Port Armstrong, AK",AK,-134.66138889,56.29611111
WAR,"Warsaw, IN",IN,-85.84,41.27472222
LTS,"Altus, OK",OK,-99.26805556,34.66638889
RND,"San Antonio, TX",TX,-98.27805556,29.52888889
